name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"PIXEL HOME © Large Canvas Tote Bags for Women with Zipper | Shopping Bag for Grocery, Travel, Beach | Shoulder Handbags fo...",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71eX3gQGcaL._AC_UL320_.jpg,https://www.amazon.in/PIXEL-HOME-Shopping-Shoulder-Handbags/dp/B09BVFCVWJ/ref=sr_1_8574?qid=1679212232&s=apparel&sr=1-8574,4.6,30,₹499,₹999
WHITE BIRD Women Watches Bracelet Watch Ladies Wrist Watch Women Waterproof Fashion Casual Crystal Dial Rose Gold,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71GJnEWI6wL._AC_UL320_.jpg,https://www.amazon.in/WHITE-BIRD-Watches-Bracelet-Waterproof/dp/B0BR11PMDX/ref=sr_1_8575?qid=1679212232&s=apparel&sr=1-8575,Get,FREE Delivery by Amazon,₹899,"₹2,999"
Total Fashion Jewellery Oxidised Silver Adjustable 1 Pair Bangle Bracelet Women and Girls,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81pnqRFpujL._AC_UL320_.jpg,https://www.amazon.in/Paninaro-Jewellery-Oxidised-Adjustable-Bracelet/dp/B09HKCVTBS/ref=sr_1_8576?qid=1679212232&s=apparel&sr=1-8576,4.1,185,₹350,₹999
Kashvi sarees Women's Chiffon Saree With Blouse Piece,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81JE98ug38L._AC_UL320_.jpg,https://www.amazon.in/Kashvi-Sarees-Chiffon-Blouse-Kashvi1468_3_Yellow_One/dp/B08F5GJ4K6/ref=sr_1_8577?qid=1679212232&s=apparel&sr=1-8577,4.0,62,₹393,"₹1,749"
"JRS 2 Combo Pack of Pen Reading Glasses for Men/Women/Unisex and Lightweight Hard Coat with Metal Case, for Near Vision, C...",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51qodL-4FfL._AC_UL320_.jpg,https://www.amazon.in/Stainless-Screwdriver-Keychain-Lightweight-Tailoring/dp/B09GM9H7NF/ref=sr_1_8578?qid=1679212232&s=apparel&sr=1-8578,3.4,127,₹426,"₹1,450"
Doctor Walk Doc018-Blue House Slipper for Women's Care Dr Orthopedic Super Comfort Fitting Flat Cushion Chappal Flip-Flop ...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Q-qhFE4BL._AC_UL320_.jpg,https://www.amazon.in/Doctor-Walk-Orthopedic-Girls_04omens-Orthopaedic/dp/B0BRS9QMGN/ref=sr_1_8579?qid=1679212232&s=apparel&sr=1-8579,3.3,3,₹255,₹799
Lavie Women's Kaley Tote Bag | Ladies Purse Handbag,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81opln2putL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Kaley-Womens-Large-Beige/dp/B0B1F7RS9P/ref=sr_1_8580?qid=1679212232&s=apparel&sr=1-8580,4.4,11,"₹1,699","₹4,999"
AFJ GOLD 1 Gram Micro Gold Plated Traditional Designer Fashion Jewellery Chain for Women & Girls,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61YbVvJWD6L._AC_UL320_.jpg,https://www.amazon.in/AFJ-GOLD-Traditional-Designer-Jewellery/dp/B07YDP2XCN/ref=sr_1_8581?qid=1679212232&s=apparel&sr=1-8581,4.3,3,₹539,"₹1,890"
Fossil Analog White Dial Women's Watch-ES4648,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61uECYytrCL._AC_UL320_.jpg,https://www.amazon.in/Fossil-Analog-White-Womens-Watch-ES4648/dp/B07VSWQ1Z9/ref=sr_1_8582?qid=1679212232&s=apparel&sr=1-8582,4.4,95,,"₹9,495"
IndiWeaves� Girls Super Soft Regular Fit Cotton Printed Leggings (Pack of 2) Multicolor86 [Unknown Binding],stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516v0uFvCFL._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%EF%BF%BD-Regular-Printed-Leggings-Multicolor86/dp/B0BBCXGPFB/ref=sr_1_8583?qid=1679212232&s=apparel&sr=1-8583,,,₹494,₹988
Mylo Essentials Pre & Post Maternity Maxi Length Nighty with Zipper at Both Sides for Easy Feeding - Little Hearts,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C7EqaM7TL._AC_UL320_.jpg,https://www.amazon.in/Mylo-Essentials-Maternity-Length-Feeding/dp/B0BB1XYZJ6/ref=sr_1_8584?qid=1679212232&s=apparel&sr=1-8584,4.7,12,"₹1,239","₹1,999"
Ethnic Junction Women's Georgette Embroidered Unstitched Salwar Suit Dress Material,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/514ifBUDWZL._AC_UL320_.jpg,https://www.amazon.in/Junction-Georgette-Embroidered-Unstitched-EJ41062-Madhuri-Black_Black/dp/B09H49ZX33/ref=sr_1_8585?qid=1679212232&s=apparel&sr=1-8585,3.5,895,₹399,"₹2,396"
ProArch PU Leather Stylish Sling Bag for Women/Trendy Branded Sling Bag for Girls Latest Small Shoulder Bags for Women Min...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/3164YtadfHL._AC_UL320_.jpg,https://www.amazon.in/ProArch-Leather-Stylish-Shoulder-Handbags/dp/B0BRVK2MCT/ref=sr_1_8586?qid=1679212232&s=apparel&sr=1-8586,,,₹569,"₹1,999"
CERO Rose Gold Diamond Studded Analogue Watch and Bracelet Combo for Women & Girls(Pack of 3),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/914IqNPmzWL._AC_UL320_.jpg,https://www.amazon.in/CERO-Rose-Analogue-Bracelet-Gold-521/dp/B09BCZZYCZ/ref=sr_1_8587?qid=1679212232&s=apparel&sr=1-8587,3.5,88,₹339,"₹1,999"
Rajnandini Women's Beige Khadi Cotton Jaipuri Printed Kurti (JOPLJPR10-P),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Jh1SFBKoL._AC_UL320_.jpg,https://www.amazon.in/Rajnandini-Jaipuri-Printed-Straight-JOPLJPR10D-M/dp/B09HMNLHRT/ref=sr_1_8588?qid=1679212232&s=apparel&sr=1-8588,3.8,679,₹481,"₹1,663"
UZARUS Women's Dry Fit Workout Tank Top Sports Gym T-Shirt (Pack of 2),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61p+Ptz6gSL._AC_UL320_.jpg,https://www.amazon.in/UZARUS-Womens-Workout-Sports-T-Shirt/dp/B0B56X7FD6/ref=sr_1_8589?qid=1679212232&s=apparel&sr=1-8589,4.0,33,₹599,"₹1,999"
Sukkhi Glorious Pearl Gold Plated Wedding Jewellery Choker Necklace Set For Women (N71262GLDPP1000),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71LbL302mNL._AC_UL320_.jpg,https://www.amazon.in/Sukkhi-Jewellery-Women-Golden-N71262GLDPP1000/dp/B01MU66NEU/ref=sr_1_8590?qid=1679212232&s=apparel&sr=1-8590,3.8,695,₹236,"₹2,395"
Caprese Women's Sling Bag (Maroon),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71PM+TRiM-L._AC_UL320_.jpg,https://www.amazon.in/Caprese-Daria-Womens-Sling-Maroon/dp/B07WBXTDRX/ref=sr_1_8591?qid=1679212232&s=apparel&sr=1-8591,3.8,22,"₹1,379","₹4,199"
Shasmi Women's Georgette Digital Printed Maxi Dress for Women (Maxi Dress 39),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71rQyi-fUZL._AC_UL320_.jpg,https://www.amazon.in/Shasmi-Womens-Georgette-Digital-Printed/dp/B0B429NLS2/ref=sr_1_8592?qid=1679212232&s=apparel&sr=1-8592,3.0,346,₹699,"₹3,499"
Campus Women's Matty Running Shoe,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710fLtUUS4L._AC_UL320_.jpg,https://www.amazon.in/Campus-Womens-Matty-Running-Shoes/dp/B0B8DQ2TZ3/ref=sr_1_10753?qid=1679212248&s=apparel&sr=1-10753,4.0,11,₹714,"₹1,119"
Lavie Women's Denali Sling Bag | Ladies Purse Handbag,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81neIeYfTRL._AC_UL320_.jpg,https://www.amazon.in/Lavie-Denali-Womens-Sling-Peach/dp/B07TGQ27SL/ref=sr_1_10754?qid=1679212248&s=apparel&sr=1-10754,4.1,175,₹972,"₹3,599"
Kiyan 4PCS Women Girl New Chiffon Bowknot Elastic Hair Bands Print Scrunchies Headband Hair Ties Ponytail Holder Hair Acce...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/513hUDBiJLL._AC_UL320_.jpg,https://www.amazon.in/Chiffon-Scrunchies-Headband-Ponytail-Accessories/dp/B09Z7W4PC3/ref=sr_1_10755?qid=1679212248&s=apparel&sr=1-10755,,,₹190,₹399
FIBREZA Women's Georgette A-line Maxi Dress,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61u3TVqfNHL._AC_UL320_.jpg,https://www.amazon.in/FIBREZA-Womens-Maxi-Dress-DA-T8RH-R31M_Maroon_Large/dp/B0819T5KZQ/ref=sr_1_10756?qid=1679212248&s=apparel&sr=1-10756,3.9,"2,683",₹798,"₹2,499"
Skechers Womens Flex Appeal 4.0 Casual Shoe,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81USPahEWhL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Flex-Appeal-Sneaker/dp/B08LR2RFDJ/ref=sr_1_10757?qid=1679212248&s=apparel&sr=1-10757,4.5,948,"₹2,310","₹5,499"
Fastrack Monochrome Analog White Dial Women's Watch-NM6078SL02/NP6078SL02,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610c6kutQlL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Monochrome-Analog-Womens-Watch-NK6078SL02/dp/B00GN595HU/ref=sr_1_10758?qid=1679212248&s=apparel&sr=1-10758,4.2,664,"₹2,495","₹2,999"
Accessorize London Women's Cream Stripe Sling Bag,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81+01DoS8wL._AC_UL320_.jpg,https://www.amazon.in/Accessorize-London-Womens-Utility-Natural/dp/B09TRCWWCQ/ref=sr_1_10759?qid=1679212248&s=apparel&sr=1-10759,3.1,2,"₹1,199","₹2,345"
Jewels Galaxy Limited Edition Set of 2 Gold Plated Drop Earrings and A Layered Necklace for Women,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51RUa3f1NXL._AC_UL320_.jpg,https://www.amazon.in/Best-Valentine-Gifts-Earrings-JG-PC-ERG-187/dp/B08F462CXG/ref=sr_1_10760?qid=1679212248&s=apparel&sr=1-10760,3.8,407,₹229,"₹1,399"
IndiWeaves� Girls Super Soft Regular Fit Cotton Printed Leggings (Pack of 5),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51WXK01KubL._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%C2%AE-Regular-Printed-Leggings-Multicolor292/dp/B0BBCWQFC8/ref=sr_1_10761?qid=1679212248&s=apparel&sr=1-10761,,,₹934,"₹1,044"
STRASSE PARIS Amazing Design Women's & Girls Green heels Sandal Stylish and Fashionable| Stylish Latest & Trending Heels S...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71pECiUUQQL._AC_UL320_.jpg,https://www.amazon.in/STRASSE-PARIS-Amazing-Fashionable-Trending/dp/B0BFNY1TW5/ref=sr_1_10762?qid=1679212248&s=apparel&sr=1-10762,4.0,11,₹648,"₹1,599"
Rock Paper Scissors Premium Seamless Non-Padded Slip On Sports Bra Gym Sports Bra Workout Bras Activewear Sports Bra Women...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71iVMYJF0oL._AC_UL320_.jpg,https://www.amazon.in/Rock-Paper-Scissors-Non-Padded-Activewear/dp/B09P5GZV9Q/ref=sr_1_10763?qid=1679212248&s=apparel&sr=1-10763,4.3,179,₹469,"₹1,399"
Titan Raga Cocktails Analog Mother of Pearl Dial Women's Watch-NM95105WM01F / NL95105WM01F/NP95105WM01F,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71XrZe1RI+L._AC_UL320_.jpg,https://www.amazon.in/Titan-Cocktails-Analog-Mother-Watch-95105WM01F/dp/B07RK27GLQ/ref=sr_1_10764?qid=1679212248&s=apparel&sr=1-10764,4.7,20,,"₹17,495"
Mansiyaorange Combo Of Two Gold Plated Rani Haar And Choker Golden Jewellery Set Jewellery/Juelry/Jwelry/Jewellery Set For...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91A8a3KQB8L._AC_UL320_.jpg,https://www.amazon.in/Mansiyaorange-Forming-Choker-Jewellery-Necklace/dp/B07PFVH949/ref=sr_1_10765?qid=1679212248&s=apparel&sr=1-10765,3.8,104,₹657,"₹3,199"
Hush Puppies Women's Cotton Liners Socks (Pack of 3) (BROHPFL-02-PO3_Multicolor_Free Size),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ACRI-oTZL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Womens-Cotton-BROHPFL-02-PO3_Multicolor_Free/dp/B07V4NLTM6/ref=sr_1_10766?qid=1679212248&s=apparel&sr=1-10766,4.1,67,₹379,₹439
"AILTINO Handicraft Beautiful Bling Box Clutch Bag Purse For Bridal, Casual, Party, Wedding",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91UNsTss+bL._AC_UL320_.jpg,https://www.amazon.in/AILTINO-Handicraft-Beautiful-Box-Clutch/dp/B0B3Z8QH6S/ref=sr_1_10767?qid=1679212248&s=apparel&sr=1-10767,3.8,52,₹399,"₹1,999"
ZAPATOZ Women's Textile Slip-On Lightweight Running Walking Shoes,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61glP+vuh-L._AC_UL320_.jpg,https://www.amazon.in/ZAPATOZ-Textile-Lightweight-Running-Walking/dp/B08X29RC54/ref=sr_1_10768?qid=1679212248&s=apparel&sr=1-10768,3.5,"2,262",₹549,₹999
GadgetsDen Professional Steel Gold Plated Ear Nose Body Piercing Gun Shots Tool Kit -Set of 96 Pcs,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61AgIEgeo9L._AC_UL320_.jpg,https://www.amazon.in/GadgetsDen-Professional-Steel-Plated-Piercing/dp/B081LCRKLV/ref=sr_1_10769?qid=1679212248&s=apparel&sr=1-10769,3.8,30,₹599,"₹1,495"
YouBella Fashion Jewellery Gold Plated Necklace and Earrings Combo Jewellery Set for Girls and Women (Gold),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/610M27CQMXL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Fashion-Jewellery-Necklace-Earrings/dp/B0B553RMP7/ref=sr_1_10770?qid=1679212248&s=apparel&sr=1-10770,3.9,11,₹271,"₹1,599"
Uber World Handkerchiefs for Women Girls Kids Ultra Soft Flannel 11 x 11 Inches Pack of 6,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61cFSfbGaEL._AC_UL320_.jpg,https://www.amazon.in/Uber-World-Handkerchiefs-Flannel-Fleece/dp/B09B5H462P/ref=sr_1_10771?qid=1679212248&s=apparel&sr=1-10771,4.2,147,₹249,₹399
Shunya Analogue Girl's Watch (Multicoloured Dial Assorted Colored Strap) (Pack of 3),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71m+7+OPR-L._AC_UL320_.jpg,https://www.amazon.in/Shunya-Analogue-Multicoloured-Assorted-Colored/dp/B08C2FJM1B/ref=sr_1_10772?qid=1679212248&s=apparel&sr=1-10772,3.6,183,₹399,₹999
IndiWeaves� Girls Super Soft Regular Fit Cotton Printed Leggings (Pack of 2) Multicolor86 [Unknown Binding],stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/516v0uFvCFL._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%EF%BF%BD-Regular-Printed-Leggings-Multicolor86/dp/B0BBCWQ85X/ref=sr_1_10773?qid=1679212248&s=apparel&sr=1-10773,,,₹549,"₹1,098"
TAP FASHION Women's Pu Leather Multi Pocket Mini Handbag and Sling Bag with Adjustable Strap,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71nBcUQS9BL._AC_UL320_.jpg,https://www.amazon.in/Fashion-Womens-Leather-Handbag-Adjustable/dp/B09XQZCW11/ref=sr_1_10774?qid=1679212248&s=apparel&sr=1-10774,4.0,26,₹363,"₹2,199"
ZAPATOZ Women's Multicoloured Design Stylish Heels,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/613dPsP-4nL._AC_UL320_.jpg,https://www.amazon.in/ZAPATOZ-Womens-Girls-Stylish-Sandal/dp/B08SQ18X7C/ref=sr_1_10775?qid=1679212248&s=apparel&sr=1-10775,3.3,630,₹549,₹999
Red Tape Women's Walking Shoes,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71f0gPVnXcL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Running-Shoes-5-RLO0587/dp/B08W9PQNN7/ref=sr_1_10776?qid=1679212248&s=apparel&sr=1-10776,4.0,"1,051","₹1,650","₹6,599"
"Foonty Exclusive Star Daily Use Jute Lunch Bags(Pack of 2,Multicolor,FFFWB6013F)",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71X6JjtUSAL._AC_UL320_.jpg,https://www.amazon.in/Foonty-Exclusive-Daily-Multicolor-FFFWB6013F/dp/B08R1ZV4F3/ref=sr_1_10777?qid=1679212248&s=apparel&sr=1-10777,3.9,175,₹499,"₹1,598"
MICHAEL-KORS Parker Blush Dial Ladies Watch MK5896I,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71-dS5iqQPL._AC_UL320_.jpg,https://www.amazon.in/Parker-Blush-Ladies-Watch-MK5896I/dp/B0933FBWRX/ref=sr_1_10778?qid=1679212248&s=apparel&sr=1-10778,4.8,6,"₹21,595","₹21,995"
Denill Women Tan Comfortable Soft Paded Doctor Slipper,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/616D2GNF2FL._AC_UL320_.jpg,https://www.amazon.in/Denill-Latest-Collection-Comfortable-Chappal/dp/B07MGRZZY1/ref=sr_1_10779?qid=1679212248&s=apparel&sr=1-10779,3.9,"1,881",₹299,"₹1,499"
FASHIRE Women's Straight Cotton Silk Stitched Kurta and Pant Set with Dupatta (Brown),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81z11k7o7AL._AC_UL320_.jpg,https://www.amazon.in/Fashire-Womens-Straight-Stitched-Dupatta/dp/B09QPNQ7XJ/ref=sr_1_10780?qid=1679212248&s=apparel&sr=1-10780,3.7,28,₹824,"₹2,625"
AB Beauty House Beaded Hair Plaits Soft Extensions Stretchy Headband Hairband Elastic Hairband for Girls & Women Dark Brow...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41MudHnvm0L._AC_UL320_.jpg,https://www.amazon.in/AB-Beauty-House-Extensions-Stretchy/dp/B099WXRR2W/ref=sr_1_10781?qid=1679212248&s=apparel&sr=1-10781,3.5,4,₹199,₹399
PEDS Women's Cushion No-Show Sport Cut Liner (6-Pack),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81a8JBQj8uL._AC_UL320_.jpg,https://www.amazon.in/PEDS-Womens-Cushion-Liner-Pairs/dp/B00XMZ4J7A/ref=sr_1_10782?qid=1679212248&s=apparel&sr=1-10782,4.4,"4,074",₹399,₹800
Baggit Women's 3 Fold Wallet - Extra Small (Green),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61evtbJrfzL._AC_UL320_.jpg,https://www.amazon.in/Baggit-Womens-Fold-Wallet-Extra/dp/B0BNTQ7L4C/ref=sr_1_10783?qid=1679212248&s=apparel&sr=1-10783,,,₹409,₹890
IndiWeaves® Girls Super Soft Regular Fit Cotton Printed Leggings (Pack of 5) Multicolor269,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/514vSXwDfVL._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%C2%AE-Regular-Printed-Leggings-Multicolor269/dp/B0BBCWQ85T/ref=sr_1_10784?qid=1679212248&s=apparel&sr=1-10784,,,₹934,"₹1,499"
Catwalk Women's Indian Kholapuris T-Strap Flats Slipper,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71BWJ1zRQgL._AC_UL320_.jpg,https://www.amazon.in/Catwalk-Kholapuris-T-Strap-Leather-4365KH/dp/B095SCNC5G/ref=sr_1_10785?qid=1679212248&s=apparel&sr=1-10785,4.3,25,"₹1,516","₹1,895"
IIK COLLECTION Analogue Round Formal Studed Dial with Bracelet Strap Wrist Watch for Girls& Women,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/717v7XnlsNL._AC_UL320_.jpg,https://www.amazon.in/IIK-COLLECTION-Analogue-Formal-Bracelet/dp/B0BCWKTZG6/ref=sr_1_10786?qid=1679212248&s=apparel&sr=1-10786,4.0,1,₹399,"₹1,499"
Astrodidi Brown 4 Mukhi Nepali Rudraksha Certified and Mantra Siddha Four Face Rudraksh with Lab Certificate,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51CtBXKUXML._AC_UL320_.jpg,https://www.amazon.in/Astrodidi-Rudraksha-Certified-Rudraksh-Certificate/dp/B089FZDRWF/ref=sr_1_10787?qid=1679212248&s=apparel&sr=1-10787,4.2,56,₹298,₹999
AV2 Women's Cotton All Over Print Midi Maternity Feeding Nighty,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/814Sb1ll27L._AC_UL320_.jpg,https://www.amazon.in/AV2-Printed-Maternity-Feeding-Nighty/dp/B08QDN4TKR/ref=sr_1_10788?qid=1679212248&s=apparel&sr=1-10788,4.4,290,₹678,"₹2,299"
"Mehrang Cotton Blend Bootcut Parallel Trouser Pants for Women Regular Fit, Bellbottom Straight Pants for Womens",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51dPerEAO-L._AC_UL320_.jpg,https://www.amazon.in/Mehrang-Womens-Straight-Trouser-Bellbottom/dp/B09QX9LNRW/ref=sr_1_10789?qid=1679212248&s=apparel&sr=1-10789,3.7,344,₹349,"₹1,699"
ARURA (LABEL) Versatile Women's Bag Shoulder Messenger Handbag Women (Black),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71lXXXqxrXL._AC_UL320_.jpg,https://www.amazon.in/ARURA-LABEL-Versatile-Shoulder-Messenger/dp/B08VRC4BQF/ref=sr_1_10790?qid=1679212248&s=apparel&sr=1-10790,3.9,282,"₹1,099","₹1,899"
"SOHI Designer Chain Necklace for Women and Girls , Trendy Stylish Necklace, chain for women, Necklace with Chain detailin...",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61R1ZdBMoaL._AC_UL320_.jpg,https://www.amazon.in/SOHI-Indo-western-jewellery-Interlock-Statement/dp/B0BH4PVYS9/ref=sr_1_10791?qid=1679212248&s=apparel&sr=1-10791,4.6,3,₹745,"₹2,320"
Fastrack Analog Silver Dial Women's Watch-NL6107SL01/NP6107SL01,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61RP6hP3V8L._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Analog-Silver-Womens-Watch-NK6107SL01/dp/B07319DMBD/ref=sr_1_10792?qid=1679212248&s=apparel&sr=1-10792,4.2,318,,"₹1,995"
IndiWeaves� Girls Super Soft Regular Fit Cotton Printed Leggings (Pack of 2) Multicolor72 [Unknown Binding],stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/515Q1Ki8D6L._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%EF%BF%BD-Regular-Printed-Leggings-Multicolor72/dp/B0BBCWQ85R/ref=sr_1_10793?qid=1679212248&s=apparel&sr=1-10793,,,₹549,"₹1,098"
Mammon Women's Tote Handbag (print-cycle),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71AKgke+UJL._AC_UL320_.jpg,https://www.amazon.in/Mammon-Womens-Tote-Handbag-print-cycle/dp/B09STCY37G/ref=sr_1_10794?qid=1679212248&s=apparel&sr=1-10794,3.5,209,₹313,"₹1,700"
Yellow Chimes Crystal Bracelet for Women Valentines Special White Beauty Crystal Heart Charm Bracelet for Women and Girls....,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71v31HdcFqL._AC_UL320_.jpg,https://www.amazon.in/Yellow-Chimes-Crystal-Bracelet-YCFJBR-004055-WH/dp/B07585CX7X/ref=sr_1_10795?qid=1679212248&s=apparel&sr=1-10795,3.9,118,₹188,₹999
SIDEWOK Women's Ankle Length Cotton Socks (Pack Of 5 Pair) (SCS-WS-03-P-05_Multicolour),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81YdAQbsCPL._AC_UL320_.jpg,https://www.amazon.in/SIDEWOK-Printed-Colourful-Girls-Combo-SCS-WS-03/dp/B083ZTD6MW/ref=sr_1_10796?qid=1679212248&s=apparel&sr=1-10796,4.2,"1,295",₹394,₹998
HENAL Women's Cotton Blend A-Line Maternity Feeding Kurti with Zipper Chundari Printed Maternity Kurti,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81OUvyb+fiL._AC_UL320_.jpg,https://www.amazon.in/HENAL-Maternity-Feeding-Chundari-Printed/dp/B0B5TB8VBV/ref=sr_1_10797?qid=1679212248&s=apparel&sr=1-10797,3.9,51,₹699,"₹2,999"
Titan Ladies Karishma 2020-21 Analog Steel Dial Women's Watch-NN2637WM01,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ZVN0gTOtL._AC_UL320_.jpg,https://www.amazon.in/Titan-Ladies-Karishma-2020-21-Watch-2637WM01/dp/B08DJW6CXX/ref=sr_1_10798?qid=1679212248&s=apparel&sr=1-10798,4.7,8,,"₹3,270"
